================================================
  Task 2: u = sin(5(x+y)) + 2, lambda=x+y
  Equation: div(lambda * grad(u)) + q = 0
================================================

Domain:   [0, 1] x [0, 1]
Mesh:     40 x 40
Nodes:    1681
Elements: 3200

u_min = 1.000532
u_max = 2.998531
u_avg = 1.955150

Boundary conditions:
  x=0: Dirichlet  u = sin(5y) + 2
  x=1: Neumann   -(lambda*du/dn) = -(x+y)*5*cos(5(x+y))
  y=0: Dirichlet  u = sin(5x) + 2
  y=1: Neumann   -(lambda*du/dn) = -(x+y)*5*cos(5(x+y))

------------------------------------------------
  Node       x           y           u
    220  0.37500000  0.12500000    2.59221538
    221  0.40000000  0.12500000    2.48836560
    222  0.42500000  0.12500000    2.37689976
    223  0.45000000  0.12500000    2.25954914
    224  0.47500000  0.12500000    2.13813798
    225  0.50000000  0.12500000    2.01455500
    226  0.52500000  0.12500000    1.89072384
    227  0.55000000  0.12500000    1.76857303
    228  0.57500000  0.12500000    1.65000582
    229  0.60000000  0.12500000    1.53687042
    230  0.62500000  0.12500000    1.43093114
    231  0.65000000  0.12500000    1.33384077
    232  0.67500000  0.12500000    1.24711486
    233  0.70000000  0.12500000    1.17210799
    234  0.72500000  0.12500000    1.10999273
    235  0.75000000  0.12500000    1.06174137
    236  0.77500000  0.12500000    1.02811087
    237  0.80000000  0.12500000    1.00963115
    238  0.82500000  0.12500000    1.00659692
    239  0.85000000  0.12500000    1.01906288
    240  0.87500000  0.12500000    1.04684215
    241  0.90000000  0.12500000    1.08950710
    242  0.92500000  0.12500000    1.14639119
    243  0.95000000  0.12500000    1.21659068
    244  0.97500000  0.12500000    1.29896747
    245  1.00000000  0.12500000    1.39216560
    246  0.00000000  0.15000000    2.68163876
    247  0.02500000  0.15000000    2.76671793
    248  0.05000000  0.15000000    2.83950931
    249  0.07500000  0.15000000    2.89905140
    250  0.10000000  0.15000000    2.94452853
    251  0.12500000  0.15000000    2.97530090
    252  0.15000000  0.15000000    2.99092754
    253  0.17500000  0.15000000    2.99118306
    254  0.20000000  0.15000000    2.97606833
    255  0.22500000  0.15000000    2.94581554
    256  0.25000000  0.15000000    2.90088804
    257  0.27500000  0.15000000    2.84197542
    258  0.30000000  0.15000000    2.76998430
    259  0.32500000  0.15000000    2.68602516
    260  0.35000000  0.15000000    2.59139563
    261  0.37500000  0.15000000    2.48756066
    262  0.40000000  0.15000000    2.37612983
    263  0.42500000  0.15000000    2.25883240
    264  0.45000000  0.15000000    2.13749033
    265  0.47500000  0.15000000    2.01398988
    266  0.50000000  0.15000000    1.89025212
    267  0.52500000  0.15000000    1.76820295
    268  0.55000000  0.15000000    1.64974293
    269  0.57500000  0.15000000    1.53671760
    270  0.60000000  0.15000000    1.43088863
    271  0.62500000  0.15000000    1.33390626
    272  0.65000000  0.15000000    1.24728349
    273  0.67500000  0.15000000    1.17237246
    274  0.70000000  0.15000000    1.11034329
    275  0.72500000  0.15000000    1.06216583
    276  0.75000000  0.15000000    1.02859452
    277  0.77500000  0.15000000    1.01015656
    278  0.80000000  0.15000000    1.00714366
    279  0.82500000  0.15000000    1.01960726
    280  0.85000000  0.15000000    1.04735730
    281  0.87500000  0.15000000    1.08996419
    282  0.90000000  0.15000000    1.14676371
    283  0.92500000  0.15000000    1.21686435
    284  0.95000000  0.15000000    1.29915747
    285  0.97500000  0.15000000    1.39233219
    286  1.00000000  0.15000000    1.49490112
    287  0.00000000  0.17500000    2.76754350
    288  0.02500000  0.17500000    2.84020015
    289  0.05000000  0.17500000    2.89961536
    290  0.07500000  0.17500000    2.94495949
    291  0.10000000  0.17500000    2.97559019
    292  0.12500000  0.17500000    2.99106994
    293  0.15000000  0.17500000    2.99117910
    294  0.17500000  0.17500000    2.97592448
    295  0.20000000  0.17500000    2.94554338
    296  0.22500000  0.17500000    2.90050310
    297  0.25000000  0.17500000    2.84149600
    298  0.27500000  0.17500000    2.76943036
    299  0.30000000  0.17500000    2.68541745
    300  0.32500000  0.17500000    2.59075493
    301  0.35000000  0.17500000    2.48690717
    302  0.37500000  0.17500000    2.37548272
    303  0.40000000  0.17500000    2.25820938
    304  0.42500000  0.17500000    2.13690741
    305  0.45000000  0.17500000    2.01346113
    306  0.47500000  0.17500000    1.88978950
    307  0.50000000  0.17500000    1.76781618
    308  0.52500000  0.17500000    1.64943944
    309  0.55000000  0.17500000    1.53650251
    310  0.57500000  0.17500000    1.43076472
    311  0.60000000  0.17500000    1.33387398
    312  0.62500000  0.17500000    1.24734103
    313  0.65000000  0.17500000    1.17251579
    314  0.67500000  0.17500000    1.11056621
    315  0.70000000  0.17500000    1.06246001
    316  0.72500000  0.17500000    1.02894955
    317  0.75000000  0.17500000    1.01055995
    318  0.77500000  0.17500000    1.00758083
    319  0.80000000  0.17500000    1.02006164
    320  0.82500000  0.17500000    1.04781057
    321  0.85000000  0.17500000    1.09039703
    322  0.87500000  0.17500000    1.14715756
    323  0.90000000  0.17500000    1.21720493
    324  0.92500000  0.17500000    1.29944046
    325  0.95000000  0.17500000    1.39256981
    326  0.97500000  0.17500000    1.49512358
    327  1.00000000  0.17500000    1.60548436
    328  0.00000000  0.20000000    2.84147098
    329  0.02500000  0.20000000    2.90063653
    330  0.05000000  0.20000000    2.94577106
    331  0.07500000  0.20000000    2.97621439
    332  0.10000000  0.20000000    2.99152029
    333  0.12500000  0.20000000    2.99146614
    334  0.15000000  0.20000000    2.97605897
    335  0.17500000  0.20000000    2.94553776
    336  0.20000000  0.20000000    2.90037183
    337  0.22500000  0.20000000    2.84125536
    338  0.25000000  0.20000000    2.76909803
    339  0.27500000  0.20000000    2.68501194
    340  0.30000000  0.20000000    2.59029503
    341  0.32500000  0.20000000    2.48641147
    342  0.35000000  0.20000000    2.37496920
    343  0.37500000  0.20000000    2.25769506
    344  0.40000000  0.20000000    2.13640801
    345  0.42500000  0.20000000    2.01299087
    346  0.45000000  0.20000000    1.88936091
    347  0.47500000  0.20000000    1.76743994
    348  0.50000000  0.20000000    1.64912432
    349  0.52500000  0.20000000    1.53625526
    350  0.55000000  0.20000000    1.43059005
    351  0.57500000  0.20000000    1.33377457
    352  0.60000000  0.20000000    1.24731755
    353  0.62500000  0.20000000    1.17256689
    354  0.65000000  0.20000000    1.11068863
    355  0.67500000  0.20000000    1.06264861
    356  0.70000000  0.20000000    1.02919737
    357  0.72500000  0.20000000    1.01085829
    358  0.75000000  0.20000000    1.00791938
    359  0.77500000  0.20000000    1.02042857
    360  0.80000000  0.20000000    1.04819282
    361  0.82500000  0.20000000    1.09078079
    362  0.85000000  0.20000000    1.14752912
    363  0.87500000  0.20000000    1.21755224
    364  0.90000000  0.20000000    1.29975539
    365  0.92500000  0.20000000    1.39285100
    366  0.95000000  0.20000000    1.49537855
    367  0.97500000  0.20000000    1.60572814
    368  1.00000000  0.20000000    1.72216811
    369  0.00000000  0.22500000    2.90226759
    370  0.02500000  0.22500000    2.94707402
    371  0.05000000  0.22500000    2.97724768
    372  0.07500000  0.22500000    2.99232371
    373  0.10000000  0.22500000    2.99206803
    374  0.12500000  0.22500000    2.97648127
    375  0.15000000  0.22500000    2.94579926
    376  0.17500000  0.22500000    2.90049010
    377  0.20000000  0.22500000    2.84124775
    378  0.22500000  0.22500000    2.76898203
    379  0.25000000  0.22500000    2.68480521
    380  0.27500000  0.22500000    2.59001528
    381  0.30000000  0.22500000    2.48607621
    382  0.32500000  0.22500000    2.37459544
    383  0.35000000  0.22500000    2.25729908
    384  0.37500000  0.22500000    2.13600514
    385  0.40000000  0.22500000    2.01259521
    386  0.42500000  0.22500000    1.88898522
    387  0.45000000  0.22500000    1.76709547
    388  0.47500000  0.22500000    1.64882069
    389  0.50000000  0.22500000    1.53600038
    390  0.52500000  0.22500000    1.43039010
    391  0.55000000  0.22500000    1.33363394
    392  0.57500000  0.22500000    1.24723882
    393  0.60000000  0.22500000    1.17255092
    394  0.62500000  0.22500000    1.11073453
    395  0.65000000  0.22500000    1.06275381
    396  0.67500000  0.22500000    1.02935770
    397  0.70000000  0.22500000    1.01106808
    398  0.72500000  0.22500000    1.00817153
    399  0.75000000  0.22500000    1.02071474
    400  0.77500000  0.22500000    1.04850362
    401  0.80000000  0.22500000    1.09110612
    402  0.82500000  0.22500000    1.14785870
    403  0.85000000  0.22500000    1.21787632
    404  0.87500000  0.22500000    1.30006590
    405  0.90000000  0.22500000    1.39314292
    406  0.92500000  0.22500000    1.49565119
    407  0.95000000  0.22500000    1.60598562
    408  0.97500000  0.22500000    1.72241800
    409  1.00000000  0.22500000    1.84312525
    410  0.00000000  0.25000000    2.94898462
    411  0.02500000  0.25000000    2.97877843
    412  0.05000000  0.25000000    2.99354310
    413  0.07500000  0.25000000    2.99302638
    414  0.10000000  0.25000000    2.97721646
    415  0.12500000  0.25000000    2.94634107
    416  0.15000000  0.25000000    2.90086320
    417  0.17500000  0.25000000    2.84147375
    418  0.20000000  0.25000000    2.76908073
    419  0.22500000  0.25000000    2.68479528
    420  0.25000000  0.25000000    2.58991465
    421  0.27500000  0.25000000    2.48590215
    422  0.30000000  0.25000000    2.37436457
    423  0.32500000  0.25000000    2.25702726
    424  0.35000000  0.25000000    2.13570734
    425  0.37500000  0.25000000    2.01228540
    426  0.40000000  0.25000000    1.88867621
    427  0.42500000  0.25000000    1.76679880
    428  0.45000000  0.25000000    1.64854652
    429  0.47500000  0.25000000    1.53575745
    430  0.50000000  0.25000000    1.43018561
    431  0.52500000  0.25000000    1.33347355
    432  0.55000000  0.25000000    1.24712665
    433  0.57500000  0.25000000    1.17248950
    434  0.60000000  0.25000000    1.11072487
    435  0.62500000  0.25000000    1.06279542
    436  0.65000000  0.25000000    1.02944866
    437  0.67500000  0.25000000    1.01120510
    438  0.70000000  0.25000000    1.00835006
    439  0.72500000  0.25000000    1.02092913
    440  0.75000000  0.25000000    1.04874726
    441  0.77500000  0.25000000    1.09137167
    442  0.80000000  0.25000000    1.14813845
    443  0.82500000  0.25000000    1.21816262
    444  0.85000000  0.25000000    1.30035178
    445  0.87500000  0.25000000    1.39342282
    446  0.90000000  0.25000000    1.49592172
    447  0.92500000  0.25000000    1.60624618
    448  0.95000000  0.25000000    1.72267071
    449  0.97500000  0.25000000    1.84337405
    450  1.00000000  0.25000000    1.96646826
    451  0.00000000  0.27500000    2.98089306
    452  0.02500000  0.27500000    2.99524636
    453  0.05000000  0.27500000    2.99439158
    454  0.07500000  0.27500000    2.97829972
    455  0.10000000  0.27500000    2.94718600
    456  0.12500000  0.27500000    2.90150461
    457  0.15000000  0.27500000    2.84194031
    458  0.17500000  0.27500000    2.76939691
    459  0.20000000  0.27500000    2.68498274
    460  0.22500000  0.27500000    2.58999302
    461  0.25000000  0.27500000    2.48588961
    462  0.27500000  0.27500000    2.37427810
    463  0.30000000  0.27500000    2.25688282
    464  0.32500000  0.27500000    2.13551989
    465  0.35000000  0.27500000    2.01206887
    466  0.37500000  0.27500000    1.88844347
    467  0.40000000  0.27500000    1.76656158
    468  0.42500000  0.27500000    1.64831536
    469  0.45000000  0.27500000    1.53554160
    470  0.47500000  0.27500000    1.42999304
    471  0.50000000  0.27500000    1.33331086
    472  0.52500000  0.27500000    1.24699907
    473  0.55000000  0.27500000    1.17240089
    474  0.57500000  0.27500000    1.11067772
    475  0.60000000  0.27500000    1.06279088
    476  0.62500000  0.27500000    1.02948659
    477  0.65000000  0.27500000    1.01128413
    478  0.67500000  0.27500000    1.00846770
    479  0.70000000  0.27500000    1.02108182
    480  0.72500000  0.27500000    1.04893056
    481  0.75000000  0.27500000    1.09158043
    482  0.77500000  0.27500000    1.14836702
    483  0.80000000  0.27500000    1.21840516
    484  0.82500000  0.27500000    1.30060263
    485  0.85000000  0.27500000    1.39367693
    486  0.87500000  0.27500000    1.49617517
    487  0.90000000  0.27500000    1.60649658
    488  0.92500000  0.27500000    1.72291750
    489  0.95000000  0.27500000    1.84361834
    490  0.97500000  0.27500000    1.96671224
    491  1.00000000  0.27500000    2.09027494
    492  0.00000000  0.30000000    2.99749499
    493  0.02500000  0.30000000    2.99621314
    494  0.05000000  0.30000000    2.97976885
    495  0.07500000  0.30000000    2.94836136
    496  0.10000000  0.30000000    2.90243279
    497  0.12500000  0.30000000    2.84265895
    498  0.15000000  0.30000000    2.76993708
    499  0.17500000  0.30000000    2.68537073
    500  0.20000000  0.30000000    2.59025165
    501  0.22500000  0.30000000    2.48603911
    502  0.25000000  0.30000000    2.37433677
    503  0.27500000  0.30000000    2.25686737
    504  0.30000000  0.30000000    2.13544571
    505  0.32500000  0.30000000    2.01195016
    506  0.35000000  0.30000000    1.88829329
    507  0.37500000  0.30000000    1.76639188
    508  0.40000000  0.30000000    1.64813696
    509  0.42500000  0.30000000    1.53536417
    510  0.45000000  0.30000000    1.42982507
    511  0.47500000  0.30000000    1.33315964
    512  0.50000000  0.30000000    1.24687068
    513  0.52500000  0.30000000    1.17230018
    514  0.55000000  0.30000000    1.11060831
    515  0.57500000  0.30000000    1.06275523
    516  0.60000000  0.30000000    1.02948596
    517  0.62500000  0.30000000    1.01131869
    518  0.65000000  0.30000000    1.00853655
    519  0.67500000  0.30000000    1.02118312
    520  0.70000000  0.30000000    1.04906161
    521  0.72500000  0.30000000    1.09173782
    522  0.75000000  0.30000000    1.14854678
    523  0.77500000  0.30000000    1.21860301
    524  0.80000000  0.30000000    1.30081416
    525  0.82500000  0.30000000    1.39389797
    526  0.85000000  0.30000000    1.49640207
    527  0.87500000  0.30000000    1.60672655
    528  0.90000000  0.30000000    1.72314885
    529  0.92500000  0.30000000    1.84385061
    530  0.95000000  0.30000000    1.96694612
    531  0.97500000  0.30000000    2.09051188
    532  1.00000000  0.30000000    2.21261683
    533  0.00000000  0.32500000    2.99853134
    534  0.02500000  0.32500000    2.98165695
    535  0.05000000  0.32500000    2.94989292
    536  0.07500000  0.32500000    2.90366668
    537  0.10000000  0.32500000    2.84364267
    538  0.12500000  0.32500000    2.77070944
    539  0.15000000  0.32500000    2.68596389
    540  0.17500000  0.32500000    2.59069275
    541  0.20000000  0.32500000    2.48635150
    542  0.22500000  0.32500000    2.37454090
    543  0.25000000  0.32500000    2.25698141
    544  0.27500000  0.32500000    2.13548602
    545  0.30000000  0.32500000    2.01193158
    546  0.32500000  0.32500000    1.88822931
    547  0.35000000  0.32500000    1.76629480
    548  0.37500000  0.32500000    1.64801791
    549  0.40000000  0.32500000    1.53523317
    550  0.42500000  0.32500000    1.42969103
    551  0.45000000  0.32500000    1.33303037
    552  0.47500000  0.32500000    1.24675289
    553  0.50000000  0.32500000    1.17219947
    554  0.52500000  0.32500000    1.11052920
    555  0.55000000  0.32500000    1.06270113
    556  0.57500000  0.32500000    1.02945926
    557  0.60000000  0.32500000    1.01132074
    558  0.62500000  0.32500000    1.00856776
    559  0.65000000  0.32500000    1.02124300
    560  0.67500000  0.32500000    1.04914886
    561  0.70000000  0.32500000    1.09185044
    562  0.72500000  0.32500000    1.14868219
    563  0.75000000  0.32500000    1.21875822
    564  0.77500000  0.32500000    1.30098595
    565  0.80000000  0.32500000    1.39408307
    566  0.82500000  0.32500000    1.49659741
    567  0.85000000  0.32500000    1.60692951
    568  0.87500000  0.32500000    1.72335746
    569  0.90000000  0.32500000    1.84406372
    570  0.92500000  0.32500000    1.96716348
    571  0.95000000  0.32500000    2.09073407
    572  0.97500000  0.32500000    2.21284506
    573  1.00000000  0.32500000    2.33158844
    574  0.00000000  0.35000000    2.98398595
    575  0.02500000  0.35000000    2.95179907
    576  0.05000000  0.35000000    2.90522074
    577  0.07500000  0.35000000    2.84490206
    578  0.10000000  0.35000000    2.77172104
    579  0.12500000  0.35000000    2.68676633
    580  0.15000000  0.35000000    2.59131822
    581  0.17500000  0.35000000    2.48682719
    582  0.20000000  0.35000000    2.37489009
    583  0.22500000  0.35000000    2.25722436
    584  0.25000000  0.35000000    2.13564055
    585  0.27500000  0.35000000    2.01201355
    586  0.30000000  0.35000000    1.88825295
    587  0.32500000  0.35000000    1.76627291
    588  0.35000000  0.35000000    1.64796205
    589  0.37500000  0.35000000    1.53515373
    590  0.40000000  0.35000000    1.42959730
    591  0.42500000  0.35000000    1.33293059
    592  0.45000000  0.35000000    1.24665424
    593  0.47500000  0.35000000    1.17210813
    594  0.50000000  0.35000000    1.11045033
    595  0.52500000  0.35000000    1.06263893
    596  0.55000000  0.35000000    1.02941695
    597  0.57500000  0.35000000    1.01130063
    598  0.60000000  0.35000000    1.00857126
    599  0.62500000  0.35000000    1.02127070
    600  0.65000000  0.35000000    1.04920057
    601  0.67500000  0.35000000    1.09192531
    602  0.70000000  0.35000000    1.14877879
    603  0.72500000  0.35000000    1.21887464
    604  0.75000000  0.35000000    1.30111996
    605  0.77500000  0.35000000    1.39423227
    606  0.80000000  0.35000000    1.49675941
    607  0.82500000  0.35000000    1.60710209
    608  0.85000000  0.35000000    1.72353877
    609  0.87500000  0.35000000    1.84425242
    610  0.90000000  0.35000000    1.96735887
    611  0.92500000  0.35000000    2.09093614
    612  0.95000000  0.35000000    2.21305446
    613  0.97500000  0.35000000    2.33180639
    614  1.00000000  0.35000000    2.44533666
    615  0.00000000  0.37500000    2.95408578
    616  0.02500000  0.37500000    2.90710033
    617  0.05000000  0.37500000    2.84644120
    618  0.07500000  0.37500000    2.77297443
    619  0.10000000  0.37500000    2.68777905
    620  0.12500000  0.37500000    2.59212773
    621  0.15000000  0.37500000    2.48746485
    622  0.17500000  0.37500000    2.37538243
