================================================
  Task 2: u = sin(5(x+y)) + 2, lambda=x+y
  Equation: div(lambda * grad(u)) + q = 0
================================================

Domain:   [0, 1] x [0, 1]
Mesh:     40 x 40
Nodes:    1681
Elements: 3200

u_min = 1.000532
u_max = 2.998531
u_avg = 1.955150

Boundary conditions:
  x=0: Dirichlet  u = sin(5y) + 2
  x=1: Neumann   -(lambda*du/dn) = -(x+y)*5*cos(5(x+y))
  y=0: Dirichlet  u = sin(5x) + 2
  y=1: Neumann   -(lambda*du/dn) = -(x+y)*5*cos(5(x+y))

------------------------------------------------
  Node       x           y           u
    623  0.20000000  0.37500000    2.25759411
    624  0.22500000  0.37500000    2.13590737
    625  0.25000000  0.37500000    2.01219466
    626  0.27500000  0.37500000    1.88836357
    627  0.30000000  0.37500000    1.76632657
    628  0.32500000  0.37500000    1.64797083
    629  0.35000000  0.37500000    1.53512846
    630  0.37500000  0.37500000    1.42954765
    631  0.40000000  0.37500000    1.33286516
    632  0.42500000  0.37500000    1.24658062
    633  0.45000000  0.37500000    1.17203294
    634  0.47500000  0.37500000    1.11037925
    635  0.50000000  0.37500000    1.06257672
    636  0.52500000  0.37500000    1.02936750
    637  0.55000000  0.37500000    1.01126695
    638  0.57500000  0.37500000    1.00855556
    639  0.60000000  0.37500000    1.02127441
    640  0.62500000  0.37500000    1.04922440
    641  0.65000000  0.37500000    1.09196932
    642  0.67500000  0.37500000    1.14884246
    643  0.70000000  0.37500000    1.21895698
    644  0.72500000  0.37500000    1.30121959
    645  0.75000000  0.37500000    1.39434756
    646  0.77500000  0.37500000    1.49688860
    647  0.80000000  0.37500000    1.60724345
    648  0.82500000  0.37500000    1.72369072
    649  0.85000000  0.37500000    1.84441370
    650  0.87500000  0.37500000    1.96752863
    651  0.90000000  0.37500000    2.09111406
    652  0.92500000  0.37500000    2.21324077
    653  0.95000000  0.37500000    2.33200190
    654  0.97500000  0.37500000    2.44554269
    655  1.00000000  0.37500000    2.55208943
    656  0.00000000  0.40000000    2.90929743
    657  0.02500000  0.40000000    2.84825383
    658  0.05000000  0.40000000    2.77446426
    659  0.07500000  0.40000000    2.68899711
    660  0.10000000  0.40000000    2.59311643
    661  0.12500000  0.40000000    2.48825964
    662  0.15000000  0.40000000    2.37601316
    663  0.17500000  0.40000000    2.25808610
    664  0.20000000  0.40000000    2.13628233
    665  0.22500000  0.40000000    2.01247136
    666  0.25000000  0.40000000    1.88855837
    667  0.27500000  0.40000000    1.76645388
    668  0.30000000  0.40000000    1.64804339
    669  0.32500000  0.40000000    1.53515758
    670  0.35000000  0.40000000    1.42954341
    671  0.37500000  0.40000000    1.33283651
    672  0.40000000  0.40000000    1.24653550
    673  0.42500000  0.40000000    1.17197831
    674  0.45000000  0.40000000    1.11032119
    675  0.47500000  0.40000000    1.06252044
    676  0.50000000  0.40000000    1.02931735
    677  0.52500000  0.40000000    1.01122652
    678  0.55000000  0.40000000    1.00852765
    679  0.57500000  0.40000000    1.02126110
    680  0.60000000  0.40000000    1.04922711
    681  0.62500000  0.40000000    1.09198883
    682  0.65000000  0.40000000    1.14887899
    683  0.67500000  0.40000000    1.21901025
    684  0.70000000  0.40000000    1.30128895
    685  0.72500000  0.40000000    1.39443202
    686  0.75000000  0.40000000    1.49698699
    687  0.77500000  0.40000000    1.60735449
    688  0.80000000  0.40000000    1.72381317
    689  0.82500000  0.40000000    1.84454649
    690  0.85000000  0.40000000    1.96767093
    691  0.87500000  0.40000000    2.09126540
    692  0.90000000  0.40000000    2.21340115
    693  0.92500000  0.40000000    2.33217178
    694  0.95000000  0.40000000    2.44572306
    695  0.97500000  0.40000000    2.55228175
    696  1.00000000  0.40000000    2.65018335
    697  0.00000000  0.42500000    2.85031979
    698  0.02500000  0.42500000    2.77617405
    699  0.05000000  0.42500000    2.69040672
    700  0.07500000  0.42500000    2.59427250
    701  0.10000000  0.42500000    2.48920122
    702  0.12500000  0.42500000    2.37677309
    703  0.15000000  0.42500000    2.25869216
    704  0.17500000  0.42500000    2.13675820
    705  0.20000000  0.42500000    2.01283734
    706  0.22500000  0.42500000    1.88883204
    707  0.25000000  0.42500000    1.76665055
    708  0.27500000  0.42500000    1.64817650
    709  0.30000000  0.42500000    1.53523898
    710  0.32500000  0.42500000    1.42958358
    711  0.35000000  0.42500000    1.33284475
    712  0.37500000  0.42500000    1.24652003
    713  0.40000000  0.42500000    1.17194641
    714  0.42500000  0.42500000    1.11027922
    715  0.45000000  0.42500000    1.06247392
    716  0.47500000  0.42500000    1.02927102
    717  0.50000000  0.42500000    1.01118436
    718  0.52500000  0.42500000    1.00849293
    719  0.55000000  0.42500000    1.02123640
    720  0.57500000  0.42500000    1.04921437
    721  0.60000000  0.42500000    1.09198938
    722  0.62500000  0.42500000    1.14889365
    723  0.65000000  0.42500000    1.21903933
    724  0.67500000  0.42500000    1.30133235
    725  0.70000000  0.42500000    1.39448931
    726  0.72500000  0.42500000    1.49705746
    727  0.75000000  0.42500000    1.60743730
    728  0.77500000  0.42500000    1.72390742
    729  0.80000000  0.42500000    1.84465128
    730  0.82500000  0.42500000    1.96778555
    731  0.85000000  0.42500000    2.09138937
    732  0.87500000  0.42500000    2.21353428
    733  0.90000000  0.42500000    2.33231432
    734  0.92500000  0.42500000    2.44587566
    735  0.95000000  0.42500000    2.55244557
    736  0.97500000  0.42500000    2.65036001
    737  1.00000000  0.42500000    2.73808960
    738  0.00000000  0.45000000    2.77807320
    739  0.02500000  0.45000000    2.69198252
    740  0.05000000  0.45000000    2.59557474
    741  0.07500000  0.45000000    2.49027165
    742  0.10000000  0.45000000    2.37764688
    743  0.12500000  0.45000000    2.25939907
    744  0.15000000  0.45000000    2.13732352
    745  0.17500000  0.45000000    2.01328273
    746  0.20000000  0.45000000    1.88917613
    747  0.22500000  0.45000000    1.76690948
    748  0.25000000  0.45000000    1.64836434
    749  0.27500000  0.45000000    1.53536807
    750  0.30000000  0.45000000    1.42966478
    751  0.32500000  0.45000000    1.33288766
    752  0.35000000  0.45000000    1.24653313
    753  0.37500000  0.45000000    1.17193718
    754  0.40000000  0.45000000    1.11025425
    755  0.42500000  0.45000000    1.06243898
    756  0.45000000  0.45000000    1.02923110
    757  0.47500000  0.45000000    1.01114373
    758  0.50000000  0.45000000    1.00845518
    759  0.52500000  0.45000000    1.02120447
    760  0.55000000  0.45000000    1.04919060
    761  0.57500000  0.45000000    1.09197554
    762  0.60000000  0.45000000    1.14889098
    763  0.62500000  0.45000000    1.21904861
    764  0.65000000  0.45000000    1.30135392
    765  0.67500000  0.45000000    1.39452317
    766  0.70000000  0.45000000    1.49710333
    767  0.72500000  0.45000000    1.60749466
    768  0.75000000  0.45000000    1.72397564
    769  0.77500000  0.45000000    1.84472971
    770  0.80000000  0.45000000    1.96787356
    771  0.82500000  0.45000000    2.09148648
    772  0.85000000  0.45000000    2.21364025
    773  0.87500000  0.45000000    2.33242919
    774  0.90000000  0.45000000    2.44599984
    775  0.92500000  0.45000000    2.55257989
    776  0.95000000  0.45000000    2.65050574
    777  0.97500000  0.45000000    2.73824851
    778  1.00000000  0.45000000    2.81443779
    779  0.00000000  0.47500000    2.69368503
    780  0.02500000  0.47500000    2.59699022
    781  0.05000000  0.47500000    2.49144333
    782  0.07500000  0.47500000    2.37861126
    783  0.10000000  0.47500000    2.26018707
    784  0.12500000  0.47500000    2.13796147
    785  0.15000000  0.47500000    2.01379312
    786  0.17500000  0.47500000    1.88957831
    787  0.20000000  0.47500000    1.76722017
    788  0.22500000  0.47500000    1.64859808
    789  0.25000000  0.47500000    1.53553755
    790  0.27500000  0.47500000    1.42978112
    791  0.30000000  0.47500000    1.33296066
    792  0.32500000  0.47500000    1.24657144
    793  0.35000000  0.47500000    1.17194843
    794  0.37500000  0.47500000    1.11024516
    795  0.40000000  0.47500000    1.06241545
    796  0.42500000  0.47500000    1.02919829
    797  0.45000000  0.47500000    1.01110610
    798  0.47500000  0.47500000    1.00841652
    799  0.50000000  0.47500000    1.02116799
    800  0.52500000  0.47500000    1.04915890
    801  0.55000000  0.47500000    1.09195071
    802  0.57500000  0.47500000    1.14887458
    803  0.60000000  0.47500000    1.21904176
    804  0.62500000  0.47500000    1.30135732
    805  0.65000000  0.47500000    1.39453714
    806  0.67500000  0.47500000    1.49712789
    807  0.70000000  0.47500000    1.60752959
    808  0.72500000  0.47500000    1.72402055
    809  0.75000000  0.47500000    1.84478409
    810  0.77500000  0.47500000    1.96793690
    811  0.80000000  0.47500000    2.09155832
    812  0.82500000  0.47500000    2.21372028
    813  0.85000000  0.47500000    2.33251729
    814  0.87500000  0.47500000    2.44609621
    815  0.90000000  0.47500000    2.55268506
    816  0.92500000  0.47500000    2.65062064
    817  0.95000000  0.47500000    2.73837451
    818  0.97500000  0.47500000    2.81457675
    819  1.00000000  0.47500000    2.87803734
    820  0.00000000  0.50000000    2.59847214
    821  0.02500000  0.50000000    2.49267709
    822  0.05000000  0.50000000    2.37963332
    823  0.07500000  0.50000000    2.26102841
    824  0.10000000  0.50000000    2.13864852
    825  0.12500000  0.50000000    2.01434853
    826  0.15000000  0.50000000    1.89002157
    827  0.17500000  0.50000000    1.76756814
    828  0.20000000  0.50000000    1.64886540
    829  0.22500000  0.50000000    1.53573700
    830  0.25000000  0.50000000    1.42992390
    831  0.27500000  0.50000000    1.33305661
    832  0.30000000  0.50000000    1.24662923
    833  0.32500000  0.50000000    1.17197571
    834  0.35000000  0.50000000    1.11024869
    835  0.37500000  0.50000000    1.06240117
    836  0.40000000  0.50000000    1.02917142
    837  0.42500000  0.50000000    1.01107116
    838  0.45000000  0.50000000    1.00837744
    839  0.47500000  0.50000000    1.02112809
    840  0.50000000  0.50000000    1.04912099
    841  0.52500000  0.50000000    1.09191705
    842  0.55000000  0.50000000    1.14884698
    843  0.57500000  0.50000000    1.21902157
    844  0.60000000  0.50000000    1.30134547
    845  0.62500000  0.50000000    1.39453422
    846  0.65000000  0.50000000    1.49713416
    847  0.67500000  0.50000000    1.60754504
    848  0.70000000  0.50000000    1.72404496
    849  0.72500000  0.50000000    1.84481709
    850  0.75000000  0.50000000    1.96797804
    851  0.77500000  0.50000000    2.09160716
    852  0.80000000  0.50000000    2.21377641
    853  0.82500000  0.50000000    2.33258049
    854  0.85000000  0.50000000    2.44616645
    855  0.87500000  0.50000000    2.55276258
    856  0.90000000  0.50000000    2.65070605
    857  0.92500000  0.50000000    2.73846879
    858  0.95000000  0.50000000    2.81468133
    859  0.97500000  0.50000000    2.87815412
    860  1.00000000  0.50000000    2.92789610
    861  0.00000000  0.52500000    2.49392030
    862  0.02500000  0.52500000    2.38066887
    863  0.05000000  0.52500000    2.26188591
    864  0.07500000  0.52500000    2.13935331
    865  0.10000000  0.52500000    2.01492240
    866  0.12500000  0.52500000    1.89048335
    867  0.15000000  0.52500000    1.76793418
    868  0.17500000  0.52500000    1.64914994
    869  0.20000000  0.52500000    1.53595251
    870  0.22500000  0.52500000    1.43008132
    871  0.25000000  0.52500000    1.33316558
    872  0.27500000  0.52500000    1.24669824
    873  0.30000000  0.52500000    1.17201228
    874  0.32500000  0.52500000    1.11025944
    875  0.35000000  0.52500000    1.06239196
    876  0.37500000  0.52500000    1.02914739
    877  0.40000000  0.52500000    1.01103683
    878  0.42500000  0.52500000    1.00833673
    879  0.45000000  0.52500000    1.02108437
    880  0.47500000  0.52500000    1.04907712
    881  0.50000000  0.52500000    1.09187542
    882  0.52500000  0.52500000    1.14880950
    883  0.55000000  0.52500000    1.21898976
    884  0.57500000  0.52500000    1.30132044
    885  0.60000000  0.52500000    1.39451672
    886  0.62500000  0.52500000    1.49712461
    887  0.65000000  0.52500000    1.60754360
    888  0.67500000  0.52500000    1.72405152
    889  0.70000000  0.52500000    1.84483138
    890  0.72500000  0.52500000    1.96799965
    891  0.75000000  0.52500000    2.09163562
    892  0.77500000  0.52500000    2.21381126
    893  0.80000000  0.52500000    2.33262133
    894  0.82500000  0.52500000    2.44621304
    895  0.85000000  0.52500000    2.55281490
    896  0.87500000  0.52500000    2.65076434
    897  0.90000000  0.52500000    2.73853366
    898  0.92500000  0.52500000    2.81475377
    899  0.95000000  0.52500000    2.87823557
    900  0.97500000  0.52500000    2.92798846
    901  1.00000000  0.52500000    2.96323581
    902  0.00000000  0.55000000    2.38166099
    903  0.02500000  0.55000000    2.26271170
    904  0.05000000  0.55000000    2.14003549
    905  0.07500000  0.55000000    2.01548065
    906  0.10000000  0.55000000    1.89093479
    907  0.12500000  0.55000000    1.76829376
    908  0.15000000  0.55000000    1.64943081
    909  0.17500000  0.55000000    1.53616625
    910  0.20000000  0.55000000    1.43023818
    911  0.22500000  0.55000000    1.33327463
    912  0.25000000  0.55000000    1.24676752
    913  0.27500000  0.55000000    1.17204891
    914  0.30000000  0.55000000    1.11026975
    915  0.32500000  0.55000000    1.06238155
    916  0.35000000  0.55000000    1.02912120
    917  0.37500000  0.55000000    1.01099921
    918  0.40000000  0.55000000    1.00829150
    919  0.42500000  0.55000000    1.02103482
    920  0.45000000  0.55000000    1.04902609
    921  0.47500000  0.55000000    1.09182529
    922  0.50000000  0.55000000    1.14876225
    923  0.52500000  0.55000000    1.21894695
    924  0.55000000  0.55000000    1.30128328
    925  0.57500000  0.55000000    1.39448607
    926  0.60000000  0.55000000    1.49710099
    927  0.62500000  0.55000000    1.60752726
    928  0.65000000  0.55000000    1.72404244
    929  0.67500000  0.55000000    1.84482934
    930  0.70000000  0.55000000    1.96800427
    931  0.72500000  0.55000000    2.09164638
    932  0.75000000  0.55000000    2.21382761
    933  0.77500000  0.55000000    2.33264273
    934  0.80000000  0.55000000    2.44623900
    935  0.82500000  0.55000000    2.55284510
    936  0.85000000  0.55000000    2.65079870
    937  0.87500000  0.55000000    2.73857235
    938  0.90000000  0.55000000    2.81479735
    939  0.92500000  0.55000000    2.87828497
    940  0.95000000  0.55000000    2.92804510
    941  0.97500000  0.55000000    2.96330157
    942  1.00000000  0.55000000    2.98350429
    943  0.00000000  0.57500000    2.26344599
    944  0.02500000  0.57500000    2.14064477
    945  0.05000000  0.57500000    2.01598087
    946  0.07500000  0.57500000    1.89134000
    947  0.10000000  0.57500000    1.76861644
    948  0.12500000  0.57500000    1.64968208
    949  0.15000000  0.57500000    1.53635610
    950  0.17500000  0.57500000    1.43037555
    951  0.20000000  0.57500000    1.33336755
    952  0.22500000  0.57500000    1.24682320
    953  0.25000000  0.57500000    1.17207380
    954  0.27500000  0.57500000    1.11026962
    955  0.30000000  0.57500000    1.06236153
    956  0.32500000  0.57500000    1.02908586
    957  0.35000000  0.57500000    1.01095259
    958  0.37500000  0.57500000    1.00823715
    959  0.40000000  0.57500000    1.02097587
    960  0.42500000  0.57500000    1.04896521
    961  0.45000000  0.57500000    1.09176478
    962  0.47500000  0.57500000    1.14870403
    963  0.50000000  0.57500000    1.21889257
    964  0.52500000  0.57500000    1.30123397
    965  0.55000000  0.57500000    1.39444270
    966  0.57500000  0.57500000    1.49706416
    967  0.60000000  0.57500000    1.60749725
    968  0.62500000  0.57500000    1.72401930
    969  0.65000000  0.57500000    1.84481287
    970  0.67500000  0.57500000    1.96799407
    971  0.70000000  0.57500000    2.09164190
    972  0.72500000  0.57500000    2.21382819
    973  0.75000000  0.57500000    2.33264765
    974  0.77500000  0.57500000    2.44624756
    975  0.80000000  0.57500000    2.55285669
    976  0.82500000  0.57500000    2.65081284
    977  0.85000000  0.57500000    2.73858880
    978  0.87500000  0.57500000    2.81481616
    979  0.90000000  0.57500000    2.87830659
    980  0.92500000  0.57500000    2.92807037
    981  0.95000000  0.57500000    2.96333181
    982  0.97500000  0.57500000    2.98354135
    983  1.00000000  0.57500000    2.98838405
    984  0.00000000  0.60000000    2.14112001
    985  0.02500000  0.60000000    2.01637162
    986  0.05000000  0.60000000    1.89165561
    987  0.07500000  0.60000000    1.76886550
    988  0.10000000  0.60000000    1.64987256
    989  0.12500000  0.60000000    1.53649541
    990  0.15000000  0.60000000    1.43047061
    991  0.17500000  0.60000000    1.33342475
    992  0.20000000  0.60000000    1.24684843
    993  0.22500000  0.60000000    1.17207247
    994  0.25000000  0.60000000    1.11024661
    995  0.27500000  0.60000000    1.06232128
    996  0.30000000  0.60000000    1.02903236
    997  0.32500000  0.60000000    1.01088938
    998  0.35000000  0.60000000    1.00816739
    999  0.37500000  0.60000000    1.02090233
   1000  0.40000000  0.60000000    1.04889031
   1001  0.42500000  0.60000000    1.09169061
   1002  0.45000000  0.60000000    1.14863235
   1003  0.47500000  0.60000000    1.21882484
   1004  0.50000000  0.60000000    1.30117132
   1005  0.52500000  0.60000000    1.39438601
   1006  0.55000000  0.60000000    1.49701400
   1007  0.57500000  0.60000000    1.60745393
   1008  0.60000000  0.60000000    1.72398287
   1009  0.62500000  0.60000000    1.84478313
   1010  0.65000000  0.60000000    1.96797061
   1011  0.67500000  0.60000000    2.09162411
   1012  0.70000000  0.60000000    2.21381533
   1013  0.72500000  0.60000000    2.33263884
   1014  0.75000000  0.60000000    2.44624189
   1015  0.77500000  0.60000000    2.55285322
   1016  0.80000000  0.60000000    2.65081073
   1017  0.82500000  0.60000000    2.73858736
   1018  0.85000000  0.60000000    2.81481492
   1019  0.87500000  0.60000000    2.87830540
   1020  0.90000000  0.60000000    2.92806948
   1021  0.92500000  0.60000000    2.96333194
   1022  0.95000000  0.60000000    2.98354371
   1023  0.97500000  0.60000000    2.98839041
   1024  1.00000000  0.60000000    2.97779724
   1025  0.00000000  0.62500000    2.01659189
   1026  0.02500000  0.62500000    1.89183036
   1027  0.05000000  0.62500000    1.76899772
   1028  0.07500000  0.62500000    1.64996561
   1029  0.10000000  0.62500000    1.53655296
   1030  0.12500000  0.62500000    1.43049658
   1031  0.15000000  0.62500000    1.33342316
   1032  0.17500000  0.62500000    1.24682330
   1033  0.20000000  0.62500000    1.17202767
   1034  0.22500000  0.62500000    1.11018584
   1035  0.25000000  0.62500000    1.06224797
   1036  0.27500000  0.62500000    1.02894964
   1037  0.30000000  0.62500000    1.01080013
   1038  0.32500000  0.62500000    1.00807416
   1039  0.35000000  0.62500000    1.02080742
   1040  0.37500000  0.62500000    1.04879573
   1041  0.40000000  0.62500000    1.09159811
   1042  0.42500000  0.62500000    1.14854343
   1043  0.45000000  0.62500000    1.21874074
   1044  0.47500000  0.62500000    1.30109305
   1045  0.50000000  0.62500000    1.39431432
   1046  0.52500000  0.62500000    1.49694940
   1047  0.55000000  0.62500000    1.60739669
   1048  0.57500000  0.62500000    1.72393301
   1049  0.60000000  0.62500000    1.84474045
   1050  0.62500000  0.62500000    1.96793467
   1051  0.65000000  0.62500000    2.09159428
   1052  0.67500000  0.62500000    2.21379075
   1053  0.70000000  0.62500000    2.33261853
   1054  0.72500000  0.62500000    2.44622472
   1055  0.75000000  0.62500000    2.55283800
   1056  0.77500000  0.62500000    2.65079625
   1057  0.80000000  0.62500000    2.73857247
   1058  0.82500000  0.62500000    2.81479861
   1059  0.85000000  0.62500000    2.87828691
   1060  0.87500000  0.62500000    2.92804838
   1061  0.90000000  0.62500000    2.96330822
   1062  0.92500000  0.62500000    2.98351788
   1063  0.95000000  0.62500000    2.98836354
   1064  0.97500000  0.62500000    2.97777101
   1065  1.00000000  0.62500000    2.95190681
   1066  0.00000000  0.65000000    1.89180487
   1067  0.02500000  0.65000000    1.76896335
   1068  0.05000000  0.65000000    1.64991931
   1069  0.07500000  0.65000000    1.53649316
   1070  0.10000000  0.65000000    1.43042300
   1071  0.12500000  0.65000000    1.33333652
   1072  0.15000000  0.65000000    1.24672501
   1073  0.17500000  0.65000000    1.17191959
   1074  0.20000000  0.65000000    1.11007002
   1075  0.22500000  0.65000000    1.06212652
   1076  0.25000000  0.65000000    1.02882464
   1077  0.27500000  0.65000000    1.01067351
   1078  0.30000000  0.65000000    1.00794772
   1079  0.32500000  0.65000000    1.02068277
   1080  0.35000000  0.65000000    1.04867433
   1081  0.37500000  0.65000000    1.09148124
   1082  0.40000000  0.65000000    1.14843219
   1083  0.42500000  0.65000000    1.21863607
   1084  0.45000000  0.65000000    1.30099570
   1085  0.47500000  0.65000000    1.39422485
   1086  0.50000000  0.65000000    1.49686820
   1087  0.52500000  0.65000000    1.60732392
   1088  0.55000000  0.65000000    1.72386865
   1089  0.57500000  0.65000000    1.84468425
   1090  0.60000000  0.65000000    1.96788617
   1091  0.62500000  0.65000000    2.09155279
   1092  0.65000000  0.65000000    2.21375539
   1093  0.67500000  0.65000000    2.33258820
   1094  0.70000000  0.65000000    2.44619816
   1095  0.72500000  0.65000000    2.55281378
   1096  0.75000000  0.65000000    2.65077284
   1097  0.77500000  0.65000000    2.73854831
   1098  0.80000000  0.65000000    2.81477217
   1099  0.82500000  0.65000000    2.87825678
   1100  0.85000000  0.65000000    2.92801339
   1101  0.87500000  0.65000000    2.96326757
   1102  0.90000000  0.65000000    2.98347123
   1103  0.92500000  0.65000000    2.98831113
   1104  0.95000000  0.65000000    2.97771373
   1105  0.97500000  0.65000000    2.95184624
   1106  1.00000000  0.65000000    2.91111399
   1107  0.00000000  0.67500000    1.76870619
   1108  0.02500000  0.67500000    1.64968680
   1109  0.05000000  0.67500000    1.53627658
   1110  0.07500000  0.67500000    1.43021627
   1111  0.10000000  0.67500000    1.33313584
   1112  0.12500000  0.67500000    1.24652833
   1113  0.15000000  0.67500000    1.17172608
   1114  0.17500000  0.67500000    1.10987968
   1115  0.20000000  0.67500000    1.06193984
   1116  0.22500000  0.67500000    1.02864232
   1117  0.25000000  0.67500000    1.01049638
   1118  0.27500000  0.67500000    1.00777661
   1119  0.30000000  0.67500000    1.02051847
   1120  0.32500000  0.67500000    1.04851756
   1121  0.35000000  0.67500000    1.09133266
   1122  0.37500000  0.67500000    1.14829237
   1123  0.40000000  0.67500000    1.21850549
   1124  0.42500000  0.67500000    1.30087475
   1125  0.45000000  0.67500000    1.39411382
   1126  0.47500000  0.67500000    1.49676724
   1127  0.50000000  0.67500000    1.60723306
   1128  0.52500000  0.67500000    1.72378774
   1129  0.55000000  0.67500000    1.84461298
   1130  0.57500000  0.67500000    1.96782404
   1131  0.60000000  0.67500000    2.09149910
   1132  0.62500000  0.67500000    2.21370921
   1133  0.65000000  0.67500000    2.33254839
   1134  0.67500000  0.67500000    2.44616335
   1135  0.70000000  0.67500000    2.55278241
   1136  0.72500000  0.67500000    2.65074316
   1137  0.75000000  0.67500000    2.73851841
   1138  0.77500000  0.67500000    2.81474005
   1139  0.80000000  0.67500000    2.87822044
   1140  0.82500000  0.67500000    2.92797091
   1141  0.85000000  0.67500000    2.96321726
   1142  0.87500000  0.67500000    2.98341178
   1143  0.90000000  0.67500000    2.98824176
   1144  0.92500000  0.67500000    2.97763434
   1145  0.95000000  0.67500000    2.95175751
   1146  0.97500000  0.67500000    2.91101742
   1147  1.00000000  0.67500000    2.85605195
   1148  0.00000000  0.70000000    1.64921677
   1149  0.02500000  0.70000000    1.53586077
   1150  0.05000000  0.70000000    1.42984070
   1151  0.07500000  0.70000000    1.33279049
   1152  0.10000000  0.70000000    1.24620646
   1153  0.12500000  0.70000000    1.17142343
   1154  0.15000000  0.70000000    1.10959371
   1155  0.17500000  0.70000000    1.06166907
   1156  0.20000000  0.70000000    1.02838594
   1157  0.22500000  0.70000000    1.01025393
   1158  0.25000000  0.70000000    1.00754779
   1159  0.27500000  0.70000000    1.02030308
   1160  0.30000000  0.70000000    1.04831546
   1161  0.32500000  0.70000000    1.09114372
   1162  0.35000000  0.70000000    1.14811648
   1163  0.37500000  0.70000000    1.21834255
   1164  0.40000000  0.70000000    1.30072466
   1165  0.42500000  0.70000000    1.39397646
   1166  0.45000000  0.70000000    1.49664245
   1167  0.47500000  0.70000000    1.60712062
   1168  0.50000000  0.70000000    1.72368735
   1169  0.52500000  0.70000000    1.84452421
   1170  0.55000000  0.70000000    1.96774632
   1171  0.57500000  0.70000000    2.09143169
   1172  0.60000000  0.70000000    2.21365118
   1173  0.62500000  0.70000000    2.33249860
   1174  0.65000000  0.70000000    2.44612041
   1175  0.67500000  0.70000000    2.55274469
   1176  0.70000000  0.70000000    2.65070877
   1177  0.72500000  0.70000000    2.73848524
   1178  0.75000000  0.70000000    2.81470576
   1179  0.77500000  0.70000000    2.87818253
   1180  0.80000000  0.70000000    2.92792681
   1181  0.82500000  0.70000000    2.96316442
   1182  0.85000000  0.70000000    2.98334783
   1183  0.87500000  0.70000000    2.98816475
   1184  0.90000000  0.70000000    2.97754288
   1185  0.92500000  0.70000000    2.95165104
   1186  0.95000000  0.70000000    2.91089635
   1187  0.97500000  0.70000000    2.85591773
   1188  1.00000000  0.70000000    2.78757578
   1189  0.00000000  0.72500000    1.53520121
   1190  0.02500000  0.72500000    1.42925996
   1191  0.05000000  0.72500000    1.33226983
   1192  0.07500000  0.72500000    1.24573265
   1193  0.10000000  0.72500000    1.17098763
   1194  0.12500000  0.72500000    1.10919024
   1195  0.15000000  0.72500000    1.06129428
   1196  0.17500000  0.72500000    1.02803740
   1197  0.20000000  0.72500000    1.00992984
   1198  0.22500000  0.72500000    1.00724672
   1199  0.25000000  0.72500000    1.02002376
   1200  0.27500000  0.72500000    1.04805674
   1201  0.30000000  0.72500000    1.09090455
   1202  0.32500000  0.72500000    1.14789593
   1203  0.35000000  0.72500000    1.21813979
   1204  0.37500000  0.72500000    1.30053894
   1205  0.40000000  0.72500000    1.39380713
   1206  0.42500000  0.72500000    1.49648892
   1207  0.45000000  0.72500000    1.60698233
   1208  0.47500000  0.72500000    1.72356372
   1209  0.50000000  0.72500000    1.84441466
   1210  0.52500000  0.72500000    1.96765017
   1211  0.55000000  0.72500000    2.09134816
   1212  0.57500000  0.72500000    2.21357933
   1213  0.60000000  0.72500000    2.33243730
   1214  0.62500000  0.72500000    2.44606831
   1215  0.65000000  0.72500000    2.55270019
   1216  0.67500000  0.72500000    2.65066998
   1217  0.70000000  0.72500000    2.73844995
   1218  0.72500000  0.72500000    2.81467149
   1219  0.75000000  0.72500000    2.87814645
   1220  0.77500000  0.72500000    2.92788586
   1221  0.80000000  0.72500000    2.96311534
   1222  0.82500000  0.72500000    2.98328729
   1223  0.85000000  0.72500000    2.98808953
   1224  0.87500000  0.72500000    2.97745015
   1225  0.90000000  0.72500000    2.95153861
   1226  0.92500000  0.72500000    2.91076303
   1227  0.95000000  0.72500000    2.85576356
   1228  0.97500000  0.72500000    2.78740221
   1229  1.00000000  0.72500000    2.70674906
   1230  0.00000000  0.75000000    1.42843868
   1231  0.02500000  0.75000000    1.33154573
   1232  0.05000000  0.75000000    1.24508284
   1233  0.07500000  0.75000000    1.17039672
   1234  0.10000000  0.75000000    1.10864846
   1235  0.12500000  0.75000000    1.06079562
   1236  0.15000000  0.75000000    1.02757793
   1237  0.17500000  0.75000000    1.00950671
   1238  0.20000000  0.75000000    1.00685752
   1239  0.22500000  0.75000000    1.01966625
   1240  0.25000000  0.75000000    1.04772878
   1241  0.27500000  0.75000000    1.09060410
   1242  0.30000000  0.75000000    1.14762107
   1243  0.32500000  0.75000000    1.21788878
   1244  0.35000000  0.75000000    1.30031026
   1245  0.37500000  0.75000000    1.39359942
   1246  0.40000000  0.75000000    1.49630101
   1247  0.42500000  0.75000000    1.60681319
   1248  0.45000000  0.75000000    1.72341244
   1249  0.47500000  0.75000000    1.84428037
   1250  0.50000000  0.75000000    1.96753204
   1251  0.52500000  0.75000000    2.09124531
   1252  0.55000000  0.75000000    2.21349080
   1253  0.57500000  0.75000000    2.33236199
   1254  0.60000000  0.75000000    2.44600495
   1255  0.62500000  0.75000000    2.55264726
   1256  0.65000000  0.75000000    2.65062569
   1257  0.67500000  0.75000000    2.73841219
   1258  0.70000000  0.75000000    2.81463776
   1259  0.72500000  0.75000000    2.87811388
   1260  0.75000000  0.75000000    2.92785113
   1261  0.77500000  0.75000000    2.96307474
