x,y,u
0.5500000000,0.1250000000,1.7685730306
0.5750000000,0.1250000000,1.6500058206
0.6000000000,0.1250000000,1.5368704232
0.6250000000,0.1250000000,1.4309311352
0.6500000000,0.1250000000,1.3338407724
0.6750000000,0.1250000000,1.2471148609
0.7000000000,0.1250000000,1.1721079949
0.7250000000,0.1250000000,1.1099927336
0.7500000000,0.1250000000,1.0617413719
0.7750000000,0.1250000000,1.0281108693
0.8000000000,0.1250000000,1.0096311536
0.8250000000,0.1250000000,1.0065969182
0.8500000000,0.1250000000,1.0190628751
0.8750000000,0.1250000000,1.0468421543
0.9000000000,0.1250000000,1.0895071041
0.9250000000,0.1250000000,1.1463911943
0.9500000000,0.1250000000,1.2165906797
0.9750000000,0.1250000000,1.2989674670
1.0000000000,0.1250000000,1.3921656008
0.0000000000,0.1500000000,2.6816387600
0.0250000000,0.1500000000,2.7667179339
0.0500000000,0.1500000000,2.8395093106
0.0750000000,0.1500000000,2.8990513972
0.1000000000,0.1500000000,2.9445285315
0.1250000000,0.1500000000,2.9753009010
0.1500000000,0.1500000000,2.9909275427
0.1750000000,0.1500000000,2.9911830623
0.2000000000,0.1500000000,2.9760683334
0.2250000000,0.1500000000,2.9458155445
0.2500000000,0.1500000000,2.9008880417
0.2750000000,0.1500000000,2.8419754215
0.3000000000,0.1500000000,2.7699843007
0.3250000000,0.1500000000,2.6860251581
0.3500000000,0.1500000000,2.5913956331
0.3750000000,0.1500000000,2.4875606603
0.4000000000,0.1500000000,2.3761298326
0.4250000000,0.1500000000,2.2588323996
0.4500000000,0.1500000000,2.1374903295
0.4750000000,0.1500000000,2.0139898778
0.5000000000,0.1500000000,1.8902521247
0.5250000000,0.1500000000,1.7682029503
0.5500000000,0.1500000000,1.6497429267
0.5750000000,0.1500000000,1.5367176005
0.6000000000,0.1500000000,1.4308886347
0.6250000000,0.1500000000,1.3339062636
0.6500000000,0.1500000000,1.2472834944
0.6750000000,0.1500000000,1.1723724586
0.7000000000,0.1500000000,1.1103432859
0.7250000000,0.1500000000,1.0621658284
0.7500000000,0.1500000000,1.0285945151
0.7750000000,0.1500000000,1.0101565581
0.8000000000,0.1500000000,1.0071436577
0.8250000000,0.1500000000,1.0196072607
0.8500000000,0.1500000000,1.0473572999
0.8750000000,0.1500000000,1.0899641911
0.9000000000,0.1500000000,1.1467637069
0.9250000000,0.1500000000,1.2168643537
0.9500000000,0.1500000000,1.2991574681
0.9750000000,0.1500000000,1.3923321938
1.0000000000,0.1500000000,1.4949011176
0.0000000000,0.1750000000,2.7675435022
0.0250000000,0.1750000000,2.8402001546
0.0500000000,0.1750000000,2.8996153596
0.0750000000,0.1750000000,2.9449594938
0.1000000000,0.1750000000,2.9755901898
0.1250000000,0.1750000000,2.9910699393
0.1500000000,0.1750000000,2.9911790994
0.1750000000,0.1750000000,2.9759244786
0.2000000000,0.1750000000,2.9455433825
0.2250000000,0.1750000000,2.9005031048
0.2500000000,0.1750000000,2.8414959980
0.2750000000,0.1750000000,2.7694303623
0.3000000000,0.1750000000,2.6854174515
0.3250000000,0.1750000000,2.5907549346
0.3500000000,0.1750000000,2.4869071749
0.3750000000,0.1750000000,2.3754827152
0.4000000000,0.1750000000,2.2582093783
0.4250000000,0.1750000000,2.1369074118
0.4500000000,0.1750000000,2.0134611275
0.4750000000,0.1750000000,1.8897894964
0.5000000000,0.1750000000,1.7678161757
0.5250000000,0.1750000000,1.6494394426
0.5500000000,0.1750000000,1.5365025138
0.5750000000,0.1750000000,1.4307647192
0.6000000000,0.1750000000,1.3338739811
0.6250000000,0.1750000000,1.2473410344
0.6500000000,0.1750000000,1.1725157891
0.6750000000,0.1750000000,1.1105662061
0.7000000000,0.1750000000,1.0624600145
0.7250000000,0.1750000000,1.0289495503
0.7500000000,0.1750000000,1.0105599454
0.7750000000,0.1750000000,1.0075808297
0.8000000000,0.1750000000,1.0200616434
0.8250000000,0.1750000000,1.0478105712
0.8500000000,0.1750000000,1.0903970303
0.8750000000,0.1750000000,1.1471575592
0.9000000000,0.1750000000,1.2172049346
0.9250000000,0.1750000000,1.2994404620
0.9500000000,0.1750000000,1.3925698129
0.9750000000,0.1750000000,1.4951235790
1.0000000000,0.1750000000,1.6054843551
0.0000000000,0.2000000000,2.8414709848
0.0250000000,0.2000000000,2.9006365333
0.0500000000,0.2000000000,2.9457710559
0.0750000000,0.2000000000,2.9762143909
0.1000000000,0.2000000000,2.9915202875
0.1250000000,0.2000000000,2.9914661367
0.1500000000,0.2000000000,2.9760589729
0.1750000000,0.2000000000,2.9455377613
0.2000000000,0.2000000000,2.9003718280
0.2250000000,0.2000000000,2.8412553603
0.2500000000,0.2000000000,2.7690980341
0.2750000000,0.2000000000,2.6850119350
0.3000000000,0.2000000000,2.5902950256
0.3250000000,0.2000000000,2.4864114737
0.3500000000,0.2000000000,2.3749692022
0.3750000000,0.2000000000,2.2576950562
0.4000000000,0.2000000000,2.1364080112
0.4250000000,0.2000000000,2.0129908695
0.4500000000,0.2000000000,1.8893609070
0.4750000000,0.2000000000,1.7674399445
0.5000000000,0.2000000000,1.6491243234
0.5250000000,0.2000000000,1.5362552595
0.5500000000,0.2000000000,1.4305900488
0.5750000000,0.2000000000,1.3337745739
0.6000000000,0.2000000000,1.2473175469
0.6250000000,0.2000000000,1.1725668907
0.6500000000,0.2000000000,1.1106886288
0.6750000000,0.2000000000,1.0626486124
0.7000000000,0.2000000000,1.0291973673
0.7250000000,0.2000000000,1.0108582912
0.7500000000,0.2000000000,1.0079193767
0.7750000000,0.2000000000,1.0204285710
0.8000000000,0.2000000000,1.0481928215
0.8250000000,0.2000000000,1.0907807856
0.8500000000,0.2000000000,1.1475291224
0.8750000000,0.2000000000,1.2175522419
0.9000000000,0.2000000000,1.2997553853
0.9250000000,0.2000000000,1.3928509989
0.9500000000,0.2000000000,1.4953785497
0.9750000000,0.2000000000,1.6057281366
1.0000000000,0.2000000000,1.7221681078
0.0000000000,0.2250000000,2.9022675941
0.0250000000,0.2250000000,2.9470740222
0.0500000000,0.2250000000,2.9772476841
0.0750000000,0.2250000000,2.9923237081
0.1000000000,0.2250000000,2.9920680257
0.1250000000,0.2250000000,2.9764812659
0.1500000000,0.2250000000,2.9457992565
0.1750000000,0.2250000000,2.9004901021
0.2000000000,0.2250000000,2.8412477511
0.2250000000,0.2250000000,2.7689820285
0.2500000000,0.2250000000,2.6848052052
0.2750000000,0.2250000000,2.5900152772
0.3000000000,0.2250000000,2.4860762056
0.3250000000,0.2250000000,2.3745954386
0.3500000000,0.2250000000,2.2572990835
0.3750000000,0.2250000000,2.1360051374
0.4000000000,0.2250000000,2.0125952136
0.4250000000,0.2250000000,1.8889852219
0.4500000000,0.2250000000,1.7670954740
0.4750000000,0.2250000000,1.6488206899
0.5000000000,0.2250000000,1.5360003843
0.5250000000,0.2250000000,1.4303900988
0.5500000000,0.2250000000,1.3336339358
0.5750000000,0.2250000000,1.2472388243
0.6000000000,0.2250000000,1.1725509223
0.6250000000,0.2250000000,1.1107345256
0.6500000000,0.2250000000,1.0627538116
0.6750000000,0.2250000000,1.0293577017
0.7000000000,0.2250000000,1.0110680772
0.7250000000,0.2250000000,1.0081715253
0.7500000000,0.2250000000,1.0207147380
0.7750000000,0.2250000000,1.0485036226
0.8000000000,0.2250000000,1.0911061239
0.8250000000,0.2250000000,1.1478586974
0.8500000000,0.2250000000,1.2178763215
0.8750000000,0.2250000000,1.3000659033
0.9000000000,0.2250000000,1.3931429223
0.9250000000,0.2250000000,1.4956511872
0.9500000000,0.2250000000,1.6059856234
0.9750000000,0.2250000000,1.7224179968
1.0000000000,0.2250000000,1.8431252525
0.0000000000,0.2500000000,2.9489846194
0.0250000000,0.2500000000,2.9787784314
0.0500000000,0.2500000000,2.9935431008
0.0750000000,0.2500000000,2.9930263771
0.1000000000,0.2500000000,2.9772164633
0.1250000000,0.2500000000,2.9463410651
0.1500000000,0.2500000000,2.9008632018
0.1750000000,0.2500000000,2.8414737537
0.2000000000,0.2500000000,2.7690807269
0.2250000000,0.2500000000,2.6847952820
0.2500000000,0.2500000000,2.5899146518
0.2750000000,0.2500000000,2.4859021531
0.3000000000,0.2500000000,2.3743645722
0.3250000000,0.2500000000,2.2570272625
0.3500000000,0.2500000000,2.1357073405
0.3750000000,0.2500000000,2.0122854017
0.4000000000,0.2500000000,1.8886762062
0.4250000000,0.2500000000,1.7667987962
0.4500000000,0.2500000000,1.6485465218
0.4750000000,0.2500000000,1.5357574473
0.5000000000,0.2500000000,1.4301856053
0.5250000000,0.2500000000,1.3334735514
0.5500000000,0.2500000000,1.2471266514
0.5750000000,0.2500000000,1.1724895039
0.6000000000,0.2500000000,1.1107248677
0.6250000000,0.2500000000,1.0627954244
0.6500000000,0.2500000000,1.0294486592
0.6750000000,0.2500000000,1.0112050956
0.7000000000,0.2500000000,1.0083500646
0.7250000000,0.2500000000,1.0209291334
0.7500000000,0.2500000000,1.0487472589
0.7750000000,0.2500000000,1.0913716727
0.8000000000,0.2500000000,1.1481384454
0.8250000000,0.2500000000,1.2181626233
0.8500000000,0.2500000000,1.3003517837
0.8750000000,0.2500000000,1.3934228156
0.9000000000,0.2500000000,1.4959217161
0.9250000000,0.2500000000,1.6062461756
0.9500000000,0.2500000000,1.7226707128
0.9750000000,0.2500000000,1.8433740493
1.0000000000,0.2500000000,1.9664682552
0.0000000000,0.2750000000,2.9808930570
0.0250000000,0.2750000000,2.9952463572
0.0500000000,0.2750000000,2.9943915764
0.0750000000,0.2750000000,2.9782997179
0.1000000000,0.2750000000,2.9471860023
0.1250000000,0.2750000000,2.9015046120
0.1500000000,0.2750000000,2.8419403073
0.1750000000,0.2750000000,2.7693969147
0.2000000000,0.2750000000,2.6849827402
0.2250000000,0.2750000000,2.5899930216
0.2500000000,0.2750000000,2.4858896058
0.2750000000,0.2750000000,2.3742781017
0.3000000000,0.2750000000,2.2568828234
0.3250000000,0.2750000000,2.1355198880
0.3500000000,0.2750000000,2.0120688725
0.3750000000,0.2750000000,1.8884434670
0.4000000000,0.2750000000,1.7665615792
0.4250000000,0.2750000000,1.6483153575
0.4500000000,0.2750000000,1.5355416036
0.4750000000,0.2750000000,1.4299930365
0.5000000000,0.2750000000,1.3333108620
0.5250000000,0.2750000000,1.2469990740
0.5500000000,0.2750000000,1.1724008942
0.5750000000,0.2750000000,1.1106777158
0.6000000000,0.2750000000,1.0627908834
0.6250000000,0.2750000000,1.0294865905
0.6500000000,0.2750000000,1.0112841335
0.6750000000,0.2750000000,1.0084677003
0.7000000000,0.2750000000,1.0210818237
0.7250000000,0.2750000000,1.0489305642
0.7500000000,0.2750000000,1.0915804350
0.7750000000,0.2750000000,1.1483670177
0.8000000000,0.2750000000,1.2184051650
0.8250000000,0.2750000000,1.3006026316
0.8500000000,0.2750000000,1.3936769301
0.8750000000,0.2750000000,1.4961751666
0.9000000000,0.2750000000,1.6064965836
0.9250000000,0.2750000000,1.7229175040
0.9500000000,0.2750000000,1.8436183372
0.9750000000,0.2750000000,1.9667122415
1.0000000000,0.2750000000,2.0902749403
0.0000000000,0.3000000000,2.9974949866
0.0250000000,0.3000000000,2.9962131387
0.0500000000,0.3000000000,2.9797688522
0.0750000000,0.3000000000,2.9483613632
0.1000000000,0.3000000000,2.9024327940
0.1250000000,0.3000000000,2.8426589470
0.1500000000,0.3000000000,2.7699370825
0.1750000000,0.3000000000,2.6853707300
0.2000000000,0.3000000000,2.5902516480
0.2250000000,0.3000000000,2.4860391117
0.2500000000,0.3000000000,2.3743367705
0.2750000000,0.3000000000,2.2568673731
0.3000000000,0.3000000000,2.1354457101
0.3250000000,0.3000000000,2.0119501642
0.3500000000,0.3000000000,1.8882932920
0.3750000000,0.3000000000,1.7663918839
0.4000000000,0.3000000000,1.6481369608
0.4250000000,0.3000000000,1.5353641740
0.4500000000,0.3000000000,1.4298250661
0.4750000000,0.3000000000,1.3331596424
0.5000000000,0.3000000000,1.2468706802
0.5250000000,0.3000000000,1.1723001782
0.5500000000,0.3000000000,1.1106083125
0.5750000000,0.3000000000,1.0627552300
0.6000000000,0.3000000000,1.0294859605
0.6250000000,0.3000000000,1.0113186864
0.6500000000,0.3000000000,1.0085365492
0.6750000000,0.3000000000,1.0211831212
0.7000000000,0.3000000000,1.0490616120
0.7250000000,0.3000000000,1.0917378197
0.7500000000,0.3000000000,1.1485467797
0.7750000000,0.3000000000,1.2186030055
0.8000000000,0.3000000000,1.3008141641
0.8250000000,0.3000000000,1.3938979741
0.8500000000,0.3000000000,1.4964020722
0.8750000000,0.3000000000,1.6067265529
0.9000000000,0.3000000000,1.7231488526
0.9250000000,0.3000000000,1.8438506124
0.9500000000,0.3000000000,1.9669461203
0.9750000000,0.3000000000,2.0905118842
1.0000000000,0.3000000000,2.2126168291
0.0000000000,0.3250000000,2.9985313405
0.0250000000,0.3250000000,2.9816569526
0.0500000000,0.3250000000,2.9498929153
0.0750000000,0.3250000000,2.9036666774
0.1000000000,0.3250000000,2.8436426728
0.1250000000,0.3250000000,2.7707094424
0.1500000000,0.3250000000,2.6859638863
0.1750000000,0.3250000000,2.5906927473
0.2000000000,0.3250000000,2.4863515023
0.2250000000,0.3250000000,2.3745408959
0.2500000000,0.3250000000,2.2569814121
0.2750000000,0.3250000000,2.1354860202
0.3000000000,0.3250000000,2.0119315794
0.3250000000,0.3250000000,1.8882293145
0.3500000000,0.3250000000,1.7662948002
0.3750000000,0.3250000000,1.6480179077
0.4000000000,0.3250000000,1.5352331703
0.4250000000,0.3250000000,1.4296910251
0.4500000000,0.3250000000,1.3330303740
0.4750000000,0.3250000000,1.2467528904
0.5000000000,0.3250000000,1.1721994705
0.5250000000,0.3250000000,1.1105291951
0.5500000000,0.3250000000,1.0627011316
0.5750000000,0.3250000000,1.0294592574
0.6000000000,0.3250000000,1.0113207409
0.6250000000,0.3250000000,1.0085677626
0.6500000000,0.3250000000,1.0212430020
0.6750000000,0.3250000000,1.0491488618
0.7000000000,0.3250000000,1.0918504384
0.7250000000,0.3250000000,1.1486821937
0.7500000000,0.3250000000,1.2187582216
0.7750000000,0.3250000000,1.3009859501
0.8000000000,0.3250000000,1.3940830670
0.8250000000,0.3250000000,1.4965974084
0.8500000000,0.3250000000,1.6069295064
0.8750000000,0.3250000000,1.7233574550
0.9000000000,0.3250000000,1.8440637189
0.9250000000,0.3250000000,1.9671634771
0.9500000000,0.3250000000,2.0907340668
0.9750000000,0.3250000000,2.2128450553
1.0000000000,0.3250000000,2.3315884443
0.0000000000,0.3500000000,2.9839859469
0.0250000000,0.3500000000,2.9517990739
0.0500000000,0.3500000000,2.9052207439
0.0750000000,0.3500000000,2.8449020614
0.1000000000,0.3500000000,2.7717210410
0.1250000000,0.3500000000,2.6867663255
0.1500000000,0.3500000000,2.5913182178
0.1750000000,0.3500000000,2.4868271896
0.2000000000,0.3500000000,2.3748900927
0.2250000000,0.3500000000,2.2572243627
0.2500000000,0.3500000000,2.1356405493
0.2750000000,0.3500000000,2.0120135493
0.3000000000,0.3500000000,1.8882529502
0.3250000000,0.3500000000,1.7662729143
0.3500000000,0.3500000000,1.6479620520
0.3750000000,0.3500000000,1.5351537346
0.4000000000,0.3500000000,1.4295972997
0.4250000000,0.3500000000,1.3329305884
0.4500000000,0.3500000000,1.2466542378
0.4750000000,0.3500000000,1.1721081252
0.5000000000,0.3500000000,1.1104503288
0.5250000000,0.3500000000,1.0626389319
0.5500000000,0.3500000000,1.0294169519
0.5750000000,0.3500000000,1.0113006301
0.6000000000,0.3500000000,1.0085712620
0.6250000000,0.3500000000,1.0212706968
0.6500000000,0.3500000000,1.0492005744
0.6750000000,0.3500000000,1.0919253115
0.7000000000,0.3500000000,1.1487787894
0.7250000000,0.3500000000,1.2188746389
0.7500000000,0.3500000000,1.3011199617
0.7750000000,0.3500000000,1.3942322744
0.8000000000,0.3500000000,1.4967594137
0.8250000000,0.3500000000,1.6071020935
0.8500000000,0.3500000000,1.7235387686
0.8750000000,0.3500000000,1.8442524234
0.9000000000,0.3500000000,1.9673588728
0.9250000000,0.3500000000,2.0909361409
0.9500000000,0.3500000000,2.2130544574
0.9750000000,0.3500000000,2.3318063947
1.0000000000,0.3500000000,2.4453366585
0.0000000000,0.3750000000,2.9540857816
0.0250000000,0.3750000000,2.9071003318
0.0500000000,0.3750000000,2.8464412025
0.0750000000,0.3750000000,2.7729744280
0.1000000000,0.3750000000,2.6877790539
0.1250000000,0.3750000000,2.5921277293
0.1500000000,0.3750000000,2.4874648450
0.1750000000,0.3750000000,2.3753824334
0.2000000000,0.3750000000,2.2575941072
0.2250000000,0.3750000000,2.1359073692
0.2500000000,0.3750000000,2.0121946625
0.2750000000,0.3750000000,1.8883635667
0.3000000000,0.3750000000,1.7663265660
0.3250000000,0.3750000000,1.6479708307
0.3500000000,0.3750000000,1.5351284624
0.3750000000,0.3750000000,1.4295476474
0.4000000000,0.3750000000,1.3328651581
0.4250000000,0.3750000000,1.2465806193
0.4500000000,0.3750000000,1.1720329370
0.4750000000,0.3750000000,1.1103792489
0.5000000000,0.3750000000,1.0625767247
0.5250000000,0.3750000000,1.0293674961
0.5500000000,0.3750000000,1.0112669490
0.5750000000,0.3750000000,1.0085555602
0.6000000000,0.3750000000,1.0212744051
0.6250000000,0.3750000000,1.0492244046
0.6500000000,0.3750000000,1.0919693221
0.6750000000,0.3750000000,1.1488424640
0.7000000000,0.3750000000,1.2189569785
0.7250000000,0.3750000000,1.3012195907
0.7500000000,0.3750000000,1.3943475611
0.7750000000,0.3750000000,1.4968886029
0.8000000000,0.3750000000,1.6072434488
0.8250000000,0.3750000000,1.7236907180
0.8500000000,0.3750000000,1.8444136989
0.8750000000,0.3750000000,1.9675286318
0.9000000000,0.3750000000,2.0911140565
0.9250000000,0.3750000000,2.2132407664
0.9500000000,0.3750000000,2.3320018999
0.9750000000,0.3750000000,2.4455426944
1.0000000000,0.3750000000,2.5520894250
0.0000000000,0.4000000000,2.9092974268
0.0250000000,0.4000000000,2.8482538309
0.0500000000,0.4000000000,2.7744642584
0.0750000000,0.4000000000,2.6889971140
0.1000000000,0.4000000000,2.5931164295
0.1250000000,0.4000000000,2.4882596360
0.1500000000,0.4000000000,2.3760131591
0.1750000000,0.4000000000,2.2580861010
0.2000000000,0.4000000000,2.1362823326
